MASA ESTATURA GASTO SEXO CIUDAD
74 163.3 29838.6 Hombre ARMENIA
61.6 183.1 59767.5 Hombre CARTAGENA
74.5 172.9 70408.4 Hombre BARRANQUILLA
64.7 166.8 57369.2 Mujer ARMENIA
67.6 175 75082.4 Mujer CALI
63 174.1 60300.7 Mujer BARRANQUILLA
66.2 181.2 18294.4 Mujer CALI
60 178.8 100080.6 Mujer ARMENIA
81.5 184.2 2000 Hombre CALI
66.7 167.1 2000 Hombre CALI
56.8 161.7 108089.6 Mujer ARMENIA
46.5 184.1 2000 Hombre MEDELLIN
86 166.4 29544.8 Hombre MEDELLIN
58.3 174 43992.7 Hombre CARTAGENA
64.3 177.1 2000 Hombre BOGOTA
80.1 156.6 77137.8 Mujer ARMENIA
70.6 174.7 9926.2 Mujer BARRANQUILLA
62.6 162.5 2000 Hombre CALI
48.4 162.1 18054.7 Hombre CARTAGENA
74.3 193.4 2000 Mujer CARTAGENA
52.4 155.5 2000 Hombre ARMENIA
52.5 161.5 182917.8 Mujer MEDELLIN
56.2 155.2 92550.2 Hombre MEDELLIN
80.5 180.4 64270.7 Mujer BARRANQUILLA
64.6 162.1 880 Hombre CARTAGENA
83.1 168.6 2000 Mujer BOGOTA
57.8 174.6 2000 Mujer MEDELLIN
60.9 180.7 87924.6 Hombre CALI
77.4 185.1 1687.8 Hombre BOGOTA
65.7 156.9 2000 Mujer CALI
59.3 170.7 104769.2 Hombre MEDELLIN
81.4 184.5 55432.2 Hombre ARMENIA
77.9 179.9 2000 Mujer MEDELLIN
55.8 174.8 67634.2 Mujer CALI
68.3 174 34571.9 Hombre CARTAGENA
52.4 189.9 67999.2 Mujer ARMENIA
68.7 181 12010.5 Hombre BOGOTA
74.3 164.7 90455.5 Hombre ARMENIA
65.7 168.9 2000 Hombre BARRANQUILLA
52.9 159.9 94290.5 Hombre BOGOTA
45 167.8 132891.6 Mujer CALI
60.3 167 5628.5 Mujer BARRANQUILLA
51.8 158.4 2000 Hombre CARTAGENA
85.1 177.2 78682.2 Hombre MEDELLIN
61.1 177.5 61420.1 Hombre CARTAGENA
59.8 186.2 20173.5 Mujer MEDELLIN
59.2 178.8 140312.6 Mujer MEDELLIN
75.3 173.7 103404.4 Mujer CALI
76.1 187.9 14396.1 Hombre CALI
48.1 161.4 94409 Mujer CALI
77.7 175.1 103175.2 Mujer MEDELLIN
54.8 166 55427.8 Mujer BARRANQUILLA
76.5 154 28791.7 Hombre BARRANQUILLA
57 154 58440 Hombre ARMENIA
66.7 168.2 6312.4 Mujer CARTAGENA
45 174.3 39205.6 Hombre ARMENIA
70.2 173.3 27625.5 Mujer BOGOTA
69.2 168.8 2000 Mujer BARRANQUILLA
45 171.1 10305.1 Hombre CALI
76.2 169.7 2000 Hombre MEDELLIN
58 162.1 25502.8 Hombre BOGOTA
69.2 162.8 120788.9 Mujer BOGOTA
67.2 172.9 49411.3 Hombre CARTAGENA
45 185 2000 Hombre MEDELLIN
57.9 170.6 44468 Hombre CALI
64.6 190.4 88354.5 Mujer MEDELLIN
45 161.4 2000 Mujer MEDELLIN
66.3 173.1 26686.6 Mujer ARMENIA
62.2 171.7 2000 Hombre ARMENIA
71.6 167.8 52178.5 Hombre BARRANQUILLA
54.5 177.7 12914.1 Hombre CARTAGENA
55.2 158.5 2000 Mujer BOGOTA
68.3 168.7 42261 Mujer MEDELLIN
62.6 170.2 2000 Mujer CALI
85.9 177.8 51783.3 Hombre CALI
55.1 162.8 36364.5 Hombre MEDELLIN
84 144.3 30788.7 Hombre BARRANQUILLA
59.8 179.7 2000 Mujer MEDELLIN
74 178.8 60819.9 Hombre CARTAGENA
62.8 179.6 2000 Mujer CALI
45 168.1 71596.8 Mujer BARRANQUILLA
70.8 147 2000 Mujer ARMENIA
47.4 172.9 2000 Mujer CARTAGENA
64.2 183.9 56698.6 Hombre CALI
72.1 165.5 111883.6 Mujer BOGOTA
54.5 163.2 99157.6 Hombre MEDELLIN
79 169.7 37477.4 Hombre BARRANQUILLA
53.4 171.4 43598 Hombre CALI
65.6 167.5 20859.6 Hombre ARMENIA
66.3 176.7 56438.7 Mujer BOGOTA
68.3 181.2 45458.1 Mujer BOGOTA
59.7 162.9 2000 Hombre CARTAGENA
75.2 172.4 12565.3 Mujer MEDELLIN
64.9 170.5 2000 Hombre CARTAGENA
53.9 159.7 2000 Hombre MEDELLIN
77.9 182.7 2000 Hombre CALI
61.2 173.7 2000 Hombre BOGOTA
72.9 180.3 85371.2 Hombre BOGOTA
82.7 165.1 2000 Hombre BARRANQUILLA
60 168.1 2000 Mujer CARTAGENA
61 167.8 91011.1 Mujer ARMENIA
70.7 175.3 29217.1 Hombre BARRANQUILLA
78.2 172.2 25665.7 Mujer MEDELLIN
60.5 182.4 2000 Mujer MEDELLIN
65.5 167.1 2000 Hombre BOGOTA
72.9 168.1 50840.5 Hombre CALI
54.9 162.8 5128.3 Hombre BOGOTA
63.2 167.3 173221.9 Hombre CALI
45 166.4 45735.1 Hombre MEDELLIN
45 186.4 127464.2 Mujer CARTAGENA
70.7 159.9 2000 Hombre CARTAGENA
72.8 179.4 62338 Hombre BARRANQUILLA
53.7 180.6 174873.5 Hombre MEDELLIN
71.7 162.1 91230.9 Mujer CARTAGENA
85.7 163.3 45193.9 Hombre CARTAGENA
62.6 166.7 95401.2 Mujer ARMENIA
70 175.7 59322.2 Mujer MEDELLIN
62.7 166.2 24271.4 Mujer BOGOTA
55.6 160.1 47709.6 Mujer BOGOTA
67.8 180.4 2000 Mujer CALI
59.4 171 27514.6 Mujer CALI
55.1 159.3 117471.6 Hombre CALI
53.4 177.6 2000 Hombre BARRANQUILLA
57.9 168.4 46241.4 Mujer ARMENIA
51.6 171.3 81825.4 Mujer CARTAGENA
77.8 165.6 121723.1 Hombre CALI
66.4 177.9 2000 Mujer CARTAGENA
57.1 163.4 73927.5 Mujer BARRANQUILLA
56.4 168.1 33302.6 Mujer BOGOTA
59.3 179.7 22619.7 Hombre BARRANQUILLA
53.2 183.4 90923.3 Mujer MEDELLIN
52.5 163.7 52188.8 Mujer BARRANQUILLA
76.9 173.1 2000 Hombre CARTAGENA
65.4 157.9 30790.4 Hombre CARTAGENA
49.5 165.4 144476.4 Hombre CALI
50.2 177 71760.4 Mujer BARRANQUILLA
53.2 158.5 71681.7 Hombre CARTAGENA
66.6 170.6 25277.3 Mujer ARMENIA
71.8 171.1 9238.9 Mujer BOGOTA
61.4 175.7 43867 Mujer MEDELLIN
65.3 162.4 2000 Hombre CARTAGENA
54.5 164.9 40649.4 Hombre ARMENIA
45 179.6 71154.5 Hombre BOGOTA
64.3 165.9 27254.6 Hombre BOGOTA
47.5 171.7 45141.7 Mujer BARRANQUILLA
78.2 179.4 78447.7 Hombre CALI
61.1 165 75457.5 Hombre CALI
55.6 171.1 2000 Mujer BOGOTA
75 169.1 69445.8 Hombre BARRANQUILLA
76.7 158.3 2000 Hombre MEDELLIN
75.2 166.4 54990.5 Mujer CARTAGENA
52.4 185.2 2000 Mujer CALI
60.7 182.4 7997.6 Mujer BOGOTA
57 170 72925.8 Mujer BARRANQUILLA
60.2 154.7 95325.3 Hombre BARRANQUILLA
70.1 177.2 61548 Hombre MEDELLIN
65.7 160.1 60369.4 Mujer CALI
68.6 167.2 55096.1 Mujer CARTAGENA
45.7 161.1 18581.2 Hombre CARTAGENA
66.9 169.2 56857.6 Hombre CALI
55.5 169.7 79256.2 Hombre BOGOTA
79.7 162.8 35121.3 Hombre BARRANQUILLA
92.5 174.5 2000 Hombre CALI
61.2 160.6 78605.2 Hombre CALI
70.7 174 5474.9 Hombre BARRANQUILLA
91.1 162.6 80865.2 Hombre CARTAGENA
71.2 172.9 94212.9 Hombre BARRANQUILLA
61.9 172.2 3070.8 Mujer MEDELLIN
51.7 155.7 34457 Mujer BARRANQUILLA
57.7 167.7 23234 Mujer MEDELLIN
67 160.6 6677.8 Hombre CARTAGENA
65.1 163.4 93759.5 Hombre ARMENIA
69.1 173.9 2000 Hombre CALI
73.7 163 2000 Hombre CARTAGENA
82.1 175 34679.3 Hombre BOGOTA
58.1 166.1 41110.3 Hombre ARMENIA
60 177.4 47091.2 Hombre BOGOTA
70.6 177.3 2000 Hombre CALI
82.8 183 2000 Mujer ARMENIA
69.2 202.3 89009.4 Mujer CALI
72 172.1 46261.7 Hombre MEDELLIN
68.4 175.8 25524.3 Hombre MEDELLIN
55.3 179 116430.2 Hombre BOGOTA
53.1 183.1 2000 Hombre ARMENIA
65.8 179.9 23374.1 Mujer MEDELLIN
80.8 158.2 32536.9 Mujer CALI
68.7 170.8 23513.1 Hombre CARTAGENA
73.8 178.7 26513.8 Hombre ARMENIA
80.5 182.1 2000 Hombre MEDELLIN
57 167.2 7290.4 Mujer CARTAGENA
67.7 171 2000 Hombre BOGOTA
45 151.9 2000 Hombre CALI
57.6 161 45912.7 Mujer BARRANQUILLA
67.2 187.3 23820.4 Hombre MEDELLIN
74 160.8 2000 Mujer BOGOTA
86.3 180.2 93355.6 Hombre MEDELLIN
73.6 165.1 2000 Hombre ARMENIA
87.9 169.2 14377.7 Hombre MEDELLIN
90.1 169.4 2225.5 Hombre CALI
69.9 164.5 2000 Hombre MEDELLIN
50.3 158.3 581.5 Mujer CARTAGENA
69.5 179.4 117517.9 Mujer BARRANQUILLA
71.4 161.3 2000 Hombre BOGOTA
55 168.3 2000 Mujer MEDELLIN
57.4 168.3 2000 Mujer BARRANQUILLA
70.8 179.5 2000 Hombre MEDELLIN
63.3 165.6 30728.9 Hombre BOGOTA
65.3 174.9 2000 Hombre CALI
61.9 170.5 118101.4 Mujer MEDELLIN
72.7 167.7 2000 Mujer ARMENIA
66.3 175.6 2000 Hombre ARMENIA
72 156 30658.4 Hombre CARTAGENA
67.3 170 2000 Hombre ARMENIA
68.7 167.1 98357.5 Mujer BARRANQUILLA
73 173.4 117805.1 Hombre MEDELLIN
67 160.6 49234 Hombre BOGOTA
45 173.9 20267.8 Mujer ARMENIA
71.4 162.2 76688.4 Mujer CARTAGENA
54.3 168.5 39028.2 Mujer MEDELLIN
59.5 174.2 32185.2 Hombre CARTAGENA
60.7 172.5 30062.2 Hombre BARRANQUILLA
58.8 162.8 2000 Mujer CALI
45 147.3 64248.7 Hombre MEDELLIN
67.5 179.3 54211.6 Mujer BARRANQUILLA
48.2 173.8 95692.8 Hombre BARRANQUILLA
59.9 174.6 91902.9 Mujer ARMENIA
47.4 176 76261.1 Hombre CALI
56.2 187.1 2000 Mujer MEDELLIN
47.7 172 179816.3 Mujer BARRANQUILLA
57.9 172.3 20483.4 Mujer ARMENIA
59 171.4 31542.9 Mujer CALI
58.7 165.9 2000 Mujer ARMENIA
63.1 169.4 2000 Hombre MEDELLIN
51.9 167.3 95229.2 Mujer MEDELLIN
59.2 165.9 12117.3 Hombre BOGOTA
54.1 176.3 2000 Hombre CARTAGENA
61.2 171.3 2000 Hombre BOGOTA
68.3 161.8 94260.2 Hombre CARTAGENA
74.3 169.2 53728.7 Mujer BARRANQUILLA
62.4 156.9 87193.8 Hombre ARMENIA
57.7 163.2 2000 Hombre BOGOTA
65.2 174 91188.6 Hombre ARMENIA
64 177.4 2000 Hombre CARTAGENA
72.6 176.8 84265.3 Hombre MEDELLIN
85.1 174 96526.5 Hombre CALI
76.4 175.5 47688.4 Hombre CALI
72.6 187.1 15892.1 Mujer BOGOTA
46.5 164 2000 Hombre MEDELLIN
53.4 173.6 2000 Mujer BOGOTA
66.8 187 133762.4 Mujer ARMENIA
69.3 156.3 2000 Hombre BARRANQUILLA
79.6 170.8 31788.1 Mujer BOGOTA
67.4 170.8 42105 Mujer CALI
63.8 166.1 2000 Mujer ARMENIA
70.5 157 69133.3 Hombre ARMENIA
94.6 173.3 38275.5 Hombre BOGOTA
50.5 170.4 2000 Mujer CALI
45 157.6 21930 Hombre BARRANQUILLA
73.5 160.9 2000 Mujer CARTAGENA
50 171.7 46665.1 Mujer CALI
72.1 179 81528.3 Hombre ARMENIA
83.2 165.5 48123.8 Mujer BARRANQUILLA
74.5 174.2 73092.5 Hombre BOGOTA
62.4 159.8 54830.9 Mujer CARTAGENA
60.9 166.8 2000 Hombre MEDELLIN
60.7 172.5 2000 Hombre CARTAGENA
59 171.2 107701.5 Mujer CALI
66 154.6 56941.3 Mujer BARRANQUILLA
68.1 171 2145.3 Mujer CARTAGENA
61.6 187.6 2000 Hombre BARRANQUILLA
90.5 163 122260.3 Hombre ARMENIA
63.5 185.3 2000 Mujer CARTAGENA
71 175.1 2000 Hombre ARMENIA
53.9 188.7 65163.1 Hombre CALI
57.2 170 2000 Hombre BOGOTA
65.8 181.7 5737.1 Mujer CARTAGENA
45 182.2 43488.3 Hombre CALI
65 171.9 25865.7 Hombre BARRANQUILLA
59.2 186.3 2000 Hombre BARRANQUILLA
50.8 165.6 123075.3 Hombre MEDELLIN
61.1 157.7 37658.8 Mujer CARTAGENA
60.7 178.6 2000 Mujer CARTAGENA
52.9 186.2 2000 Hombre ARMENIA
62.3 168 34759.5 Hombre MEDELLIN
53.9 183.4 2000 Hombre ARMENIA
62.8 170.6 98113.7 Hombre BARRANQUILLA
80.9 177.2 20353.7 Mujer CALI
68.3 174.8 9116.2 Mujer BOGOTA
72.1 176.5 162361.7 Hombre BARRANQUILLA
75.1 172.7 71257.2 Hombre BARRANQUILLA
53.2 169.2 139529.9 Hombre MEDELLIN
73.5 175.5 33949.5 Hombre BOGOTA
64.9 154.7 55820.5 Mujer BARRANQUILLA
60.3 179.9 51924.6 Hombre BOGOTA
55.4 186.9 65161.8 Hombre ARMENIA
49.3 161.7 106693.8 Mujer CARTAGENA
64.2 173.2 2000 Hombre BARRANQUILLA
45 155.8 145261 Hombre CALI
57.6 160.6 2000 Hombre CARTAGENA
48.1 162 106682.3 Hombre CALI
70.2 163.8 2000 Hombre BARRANQUILLA
65.9 169.9 75740.1 Hombre ARMENIA
55.7 176.9 17910.1 Hombre MEDELLIN
64.9 165.1 79707 Hombre BARRANQUILLA
58.7 176.2 81016.2 Hombre CALI
45 166.4 2000 Hombre BOGOTA
66.6 163.8 76525.4 Hombre CALI
45 168.3 2000 Hombre BOGOTA
52.2 165.4 2000 Mujer ARMENIA
58.2 161.7 35359.2 Hombre CALI
64.4 162.4 54487.5 Mujer ARMENIA
74.3 161.6 153083.6 Hombre CALI
52 158.3 2000 Hombre CALI
75.1 169.4 36986 Hombre BARRANQUILLA
64.4 182.4 2000 Mujer BARRANQUILLA
88.6 161.7 2000 Hombre CARTAGENA
48.1 168.6 75201.4 Hombre CARTAGENA
86.3 184.8 60535.2 Mujer ARMENIA
84.3 167.2 2000 Mujer BOGOTA
61 178.3 54693.5 Hombre CALI
57.4 177.1 5389.6 Mujer CALI
72 152.5 9300.4 Hombre CARTAGENA
45 164.4 61538.2 Mujer MEDELLIN
59.9 163.8 2000 Hombre CALI
71.5 174.2 2000 Mujer BOGOTA
66.8 181.7 2000 Mujer BOGOTA
69.4 178.2 68538.3 Mujer CARTAGENA
65.2 173.6 2000 Hombre MEDELLIN
98.5 154 19129.4 Hombre CARTAGENA
73 175.6 53649.7 Mujer CARTAGENA
48 160.6 93825.6 Mujer CARTAGENA
56.8 160 98795.1 Hombre CARTAGENA
67.6 163.2 20985.5 Mujer CARTAGENA
45.4 163.8 75343 Hombre BOGOTA
69 181.1 52227 Hombre BARRANQUILLA
60.8 164.6 127483.4 Hombre BOGOTA
74 188.6 2000 Mujer CALI
51 177.9 86429.8 Mujer MEDELLIN
56.9 166.2 45947.7 Mujer MEDELLIN
92.6 161.4 58807.6 Hombre CALI
66.1 172.2 2000 Mujer BOGOTA
63.1 168.6 2000 Mujer CARTAGENA
48.6 196.8 29352.2 Hombre BOGOTA
74.3 159.3 78680.7 Hombre MEDELLIN
63.6 179.4 31323.9 Mujer BARRANQUILLA
57.6 165.9 40863.4 Mujer BOGOTA
66.5 192.8 31695.6 Mujer CARTAGENA
49.2 173.1 123427.7 Hombre CARTAGENA
49.9 170.1 21748.5 Mujer ARMENIA
58.7 172 2000 Hombre BOGOTA
68.8 181 2000 Mujer BOGOTA
55.8 168.6 2000 Hombre CALI
66 180 68655.2 Hombre BARRANQUILLA
62.8 185.9 49918.7 Hombre BOGOTA
59.4 171.9 43876.3 Mujer ARMENIA
66.3 177.1 2000 Hombre BOGOTA
66.7 164.7 45630.7 Mujer MEDELLIN
72.5 153.9 2000 Mujer CALI
47.3 171.2 2000 Hombre BOGOTA
61.2 166.5 45713.3 Hombre CARTAGENA
65.1 178.3 2000 Mujer BOGOTA
59.9 177.9 41807.3 Mujer BOGOTA
56.9 164 2000 Hombre CALI
63 158.4 68193.4 Mujer CALI
79.3 174.5 2000 Hombre CALI
69.9 163.3 2000 Hombre BARRANQUILLA
52.9 170.2 2000 Hombre BOGOTA
75.6 169.8 12340.3 Hombre MEDELLIN
70 162.5 2000 Hombre CALI
56.8 162.7 52692.7 Hombre CARTAGENA
53.4 177.5 2000 Mujer BOGOTA
51.6 181.7 41729.1 Hombre MEDELLIN
55.3 158.1 2000 Hombre ARMENIA
61.5 164.5 21289.2 Hombre MEDELLIN
51.4 167.3 11277.2 Mujer BOGOTA
64.7 174.7 22939.7 Hombre BARRANQUILLA
45 187.9 59526.6 Hombre CALI
71.5 164.6 63838.9 Mujer CARTAGENA
56.7 172 49163.3 Mujer CARTAGENA
63.1 162.4 71950.1 Mujer MEDELLIN
61.8 182 84509.2 Mujer BARRANQUILLA
78.8 170.2 23169.9 Mujer BOGOTA
69.9 176.2 70669.3 Hombre CALI
83.7 164.9 43602.7 Mujer ARMENIA
55.6 189.2 22307.8 Mujer MEDELLIN
75.4 177.9 17405.7 Hombre CARTAGENA
68.6 172.2 2000 Hombre CARTAGENA
69.5 183.5 2000 Mujer MEDELLIN
63.4 177.4 73298.1 Hombre ARMENIA
60.5 164.5 2000 Hombre MEDELLIN
58.6 167.3 31433.1 Mujer BOGOTA
51.9 157.6 42782.7 Hombre CALI
69.1 172.2 33814.2 Hombre CARTAGENA
63.2 167.3 2000 Hombre BOGOTA
68.5 175.6 106378.9 Mujer CARTAGENA
59.7 168.7 129273.5 Hombre CALI
68.9 171.5 53718.6 Hombre BARRANQUILLA
60.2 176.9 2000 Mujer BOGOTA
63.3 169.8 2000 Mujer CALI
65.2 169.3 27509.8 Mujer ARMENIA
50.8 153.3 20530.2 Mujer BOGOTA
71.2 162.2 55287.3 Mujer BOGOTA
68.2 170.2 29661.7 Mujer CARTAGENA
52.5 181.5 28554.6 Mujer CARTAGENA
73.7 164 72667.1 Hombre BARRANQUILLA
87.8 176.8 2000 Hombre BARRANQUILLA
58.2 173.8 35111.6 Hombre CALI
45.8 150.8 2000 Hombre CALI
48 171 152206.3 Mujer MEDELLIN
73.6 167.6 2000 Mujer ARMENIA
57.9 169.5 17616.8 Hombre CARTAGENA
65.9 182.6 29160.1 Mujer BOGOTA
61 153.5 55891.8 Mujer ARMENIA
49.3 177.1 51487.6 Hombre BOGOTA
45 156 22006.3 Hombre BOGOTA
63.6 174.8 14487.8 Hombre ARMENIA
62.4 179 1943.8 Hombre BARRANQUILLA
73.1 174.3 2000 Hombre CARTAGENA
62.1 168.4 3261.6 Mujer BARRANQUILLA
56.5 189.7 16922.1 Hombre CALI
63.9 168.2 75195.7 Hombre BARRANQUILLA
78.7 161.2 26323.8 Mujer BARRANQUILLA
61.4 187.8 52737.8 Hombre MEDELLIN
62.3 176.1 30017.6 Hombre CARTAGENA
63.8 155 2000 Mujer ARMENIA
71 167.6 18706.8 Mujer BARRANQUILLA
74 161.4 36496.5 Mujer BARRANQUILLA
82.3 181.5 112442.2 Hombre CARTAGENA
71.2 165.1 72772.2 Mujer BOGOTA
68 176.2 29829.7 Hombre CALI
72.4 169.4 46600.7 Hombre ARMENIA
61.1 169.3 27567 Mujer CARTAGENA
60.4 174.2 70504.5 Mujer BARRANQUILLA
51.2 166.9 96145.8 Mujer CARTAGENA
76.4 167.6 47116.5 Hombre ARMENIA
66.1 170 21473 Hombre CALI
72.3 160.9 2000 Hombre BOGOTA
57.1 149 55820.7 Hombre BARRANQUILLA
55.3 160.6 2578.4 Hombre MEDELLIN
68.9 185 23111.8 Hombre ARMENIA
66.1 181.4 21953 Hombre BARRANQUILLA
54 180.6 2000 Hombre CALI
58.8 167.8 33420.1 Mujer MEDELLIN
61.1 171.8 2000 Mujer CARTAGENA
61.1 157.6 59191.1 Mujer BARRANQUILLA
62.6 174.5 15512.1 Hombre BOGOTA
61.6 154.8 54207.4 Mujer BOGOTA
75.8 163.8 2000 Hombre BOGOTA
57.7 168.7 57947 Hombre CARTAGENA
73.8 174.5 2000 Mujer BOGOTA
58.7 169.4 4462.4 Mujer CALI
50 167.4 130486 Hombre BARRANQUILLA
64.7 169.5 22946.2 Mujer BOGOTA
65.2 154 130533.6 Hombre BARRANQUILLA
58.5 157.5 23344.1 Mujer CALI
68.1 163 22761.7 Hombre MEDELLIN
60.3 163.4 2000 Hombre BOGOTA
75.5 167.7 2000 Mujer CALI
75.6 175.1 55765.6 Mujer CALI
61.9 169.3 2000 Mujer BOGOTA
55.6 161.2 30831.5 Mujer BARRANQUILLA
45 172.7 2000 Hombre ARMENIA
63 176.5 71671.2 Mujer ARMENIA
67.5 159.4 47997.5 Hombre ARMENIA
78 170.4 53949.1 Hombre ARMENIA
60.8 184 34861.7 Mujer BOGOTA
64.9 159.9 30013.3 Mujer CALI
75.8 174.3 2000 Mujer CARTAGENA
50.4 163.2 51725.7 Mujer CALI
45 160 29398.3 Hombre CARTAGENA
66.2 171 14363.4 Hombre CALI
45 186.4 31902.6 Mujer CALI
54.4 167.8 19725.5 Mujer CARTAGENA
55.3 153.7 16814.8 Hombre CALI
49.5 161.3 21144.8 Hombre CARTAGENA
56.8 163.2 35492.3 Mujer MEDELLIN
63.5 166.5 29742.6 Hombre CARTAGENA
51.6 165 31248 Hombre BOGOTA
84.5 166.2 92583 Mujer BOGOTA
58.9 180 63716.8 Mujer BOGOTA
63.4 179.5 2000 Hombre CALI
101.7 164.9 2000 Hombre BOGOTA
78.3 172.8 85818.2 Mujer ARMENIA
85.8 180.8 2000 Hombre BOGOTA
55.7 173 22829.8 Hombre ARMENIA
62.9 170.3 6989.5 Mujer MEDELLIN
70.1 181.8 2000 Mujer ARMENIA
45 165.5 2000 Mujer CARTAGENA
58.4 164.9 77181.1 Hombre CALI
67 173.8 28586.7 Hombre MEDELLIN
76.5 161.1 110833.8 Mujer ARMENIA
60.7 168.5 46093.9 Hombre CARTAGENA
67.2 183.7 11051.7 Mujer BOGOTA
60.5 191.1 75866.6 Mujer ARMENIA
90.3 171.1 2000 Hombre CALI
65.2 171.2 138328.4 Hombre BOGOTA
57 152.5 129511.5 Hombre BOGOTA
77.9 176.2 60744.6 Mujer BARRANQUILLA
58.7 160.2 2000 Mujer CARTAGENA
68.3 169.1 7644.1 Hombre MEDELLIN
63.5 173.8 2000 Mujer CALI
77 158.7 77944.2 Mujer BOGOTA
62 186 2000 Mujer BARRANQUILLA
63.4 173.8 65047 Hombre BARRANQUILLA
51.3 182.9 33944.5 Hombre CARTAGENA
66 164.4 22036.1 Hombre BARRANQUILLA
78.6 163 2000 Hombre CARTAGENA
74.1 188.1 130093.5 Hombre ARMENIA
61.6 171.2 54510.9 Hombre CALI
90.9 173.6 2000 Mujer CARTAGENA
54.8 184.8 73378.5 Mujer BOGOTA
65.2 170 283.8 Hombre CARTAGENA
60.5 173.3 61877.6 Hombre CALI
61.7 176 85066.3 Mujer MEDELLIN
81.5 158.7 23756.7 Hombre ARMENIA
53.9 168.7 2000 Mujer CARTAGENA
45 163.2 15516.2 Mujer BARRANQUILLA
47.4 185.6 81547.9 Hombre BOGOTA
69.6 166.9 2000 Mujer CARTAGENA
67.6 175.4 2000 Hombre ARMENIA
70.3 169.6 2000 Mujer BARRANQUILLA
68.4 174.6 77316.5 Hombre CARTAGENA
65.1 172.5 15205.2 Hombre BOGOTA
92 174.7 2000 Mujer MEDELLIN
61.2 165.8 102449.3 Mujer BOGOTA
67.6 170.2 2000 Mujer CALI
46.6 161.9 35747.9 Mujer ARMENIA
52.9 165.6 2000 Mujer ARMENIA
47.5 178.2 99151 Mujer BOGOTA
49.5 172.9 65450.9 Mujer ARMENIA
48.9 169.8 79449.5 Hombre MEDELLIN
71.7 166.7 63017.2 Hombre CARTAGENA
64.4 160.6 102506.8 Mujer MEDELLIN
65.5 180.4 34714 Hombre ARMENIA
51.1 169.4 2000 Hombre BARRANQUILLA
68.2 171.4 114166.4 Hombre BARRANQUILLA
78 184.4 2000 Hombre CARTAGENA
51.1 168.3 71961.6 Mujer MEDELLIN
55.9 178.6 30860.9 Mujer BOGOTA
75 153.3 87716.5 Mujer MEDELLIN
77.1 176.8 2000 Hombre CARTAGENA
61.9 182.2 2910 Hombre CALI
57.3 166.6 78868.4 Hombre CALI
55.4 175.9 31387.2 Hombre BOGOTA
62.4 170.7 2000 Mujer BARRANQUILLA
64.2 169 30168.7 Mujer CARTAGENA
60 173.4 97664.6 Mujer ARMENIA
73.2 178.7 12501.9 Mujer CALI
74.9 176.8 144072.4 Mujer CARTAGENA
48.7 166.2 73484.5 Mujer BARRANQUILLA
73.1 168.8 67331.5 Mujer ARMENIA
71.7 154.1 2000 Hombre BARRANQUILLA
59.8 173.7 22669.3 Mujer CARTAGENA
53 176.2 2000 Mujer BOGOTA
55.3 166.6 35426.1 Hombre CARTAGENA
64 168.6 84474.3 Hombre CALI
46.1 168.5 14432.8 Hombre CARTAGENA
83.7 170.4 85508.1 Mujer ARMENIA
77.1 171.3 2000 Hombre MEDELLIN
57.1 186.1 70564 Hombre MEDELLIN
65.2 190.4 91910.1 Mujer CALI
65 164.5 61001.2 Mujer BARRANQUILLA
67 177.8 62770.7 Hombre MEDELLIN
45 182.7 33505.2 Mujer BARRANQUILLA
75.9 167.1 2000 Hombre MEDELLIN
88.4 181.9 14781.9 Hombre BOGOTA
60.8 176.8 64557.3 Mujer CALI
88.1 180.2 69742.3 Hombre MEDELLIN
59.8 189.8 21336.3 Hombre MEDELLIN
45 172.6 40874.5 Mujer BOGOTA
45 177 86179.7 Hombre ARMENIA
74.3 177 2000 Hombre BARRANQUILLA
52.4 174.1 97748.4 Hombre BARRANQUILLA
55.9 160.8 20448 Mujer BARRANQUILLA
69.7 182.4 23368 Hombre MEDELLIN
80.2 177.9 153112 Hombre BOGOTA
45 172.9 170760.9 Mujer ARMENIA
45 188.6 49232.7 Mujer CALI
65.2 166.5 72981.5 Hombre MEDELLIN
60.3 164.7 55440.4 Mujer ARMENIA
94.4 173.8 2000 Mujer MEDELLIN
51.5 155.5 18000.6 Hombre ARMENIA
58.2 168.5 33994.8 Hombre CARTAGENA
60.7 170.6 2000 Mujer CALI
60.8 182.8 47569 Hombre BARRANQUILLA
61.7 160.1 72488.6 Hombre ARMENIA
56.5 170.2 2000 Hombre BOGOTA
67.5 161.4 2000 Mujer BOGOTA
61.7 179.2 2000 Hombre BARRANQUILLA
52 174.2 130744.7 Hombre MEDELLIN
61.6 153.8 31332 Hombre CARTAGENA
69.6 163.7 10650.5 Mujer CARTAGENA
55.6 181.9 23749.5 Hombre MEDELLIN
52.4 176.7 2000 Hombre MEDELLIN
49.9 169.3 163339 Hombre BARRANQUILLA
68.3 173.5 102204 Hombre MEDELLIN
55.5 172.4 216.1 Mujer ARMENIA
76.1 177.5 159087.6 Mujer ARMENIA
45 176.5 30716.1 Mujer CARTAGENA
61.8 159.6 687.9 Hombre BARRANQUILLA
47.9 178.5 25140.7 Mujer MEDELLIN
71.5 167.9 2277.7 Mujer CALI
79.1 181.7 2000 Hombre ARMENIA
65.8 172.3 110172.6 Hombre BARRANQUILLA
45 168.2 8177.6 Hombre CARTAGENA
61.2 159.6 2000 Hombre BARRANQUILLA
